profile,kind,angle,F_peak_geo,t_peak_R,t_span_R,c15_rel,g3_map_rel
ride_x0.5_deta1.0_floor,ride,depart,8.49186866941419e-06,139.6131332099759,40437.38254420605,4.673575733044082e-16,4.2877668888792644e-13
ride_x0.5_deta12.0_ceiling,ride,dest,0.0,0.0,3.153386557508326,2.2204460492503136e-16,1.1017364267806053e-08
ride_x0.5_deta12.0_ceiling,ride,side,0.010239196734234266,0.5737050598526462,203444.37820369552,2.2204460492503136e-16,1.788193332847587e-14
ride_x0.5_deta12.0_ceiling,ride,depart,0.01790493109783823,0.0,406885.6030208337,2.2204460492503136e-16,1.0285767765206517e-13
ride_x0.5_deta12.0_effective,ride,dest,0.0,0.0,3.7815824208397957,2.2204460492503136e-16,6.741374266002008e-07
ride_x0.5_deta12.0_effective,ride,side,0.008454711942487276,0.20644278815130757,203445.28006511353,2.2204460492503136e-16,1.1867542792130527e-11
ride_x0.5_deta12.0_effective,ride,depart,0.016711269024649013,0.0,406886.7785478063,2.2204460492503136e-16,1.813351298462603e-11
ride_x0.5_deta12.0_floor,ride,dest,0.0,0.0,33074469446323.52,2.2204460492503136e-16,2.84769144208357e-08
ride_x0.5_deta12.0_floor,ride,side,4.690277579293279e-06,745.0537164792936,2.1902842428145755e+23,2.2204460492503136e-16,2.847590663131551e-08
ride_x0.5_deta12.0_floor,ride,depart,8.365462534469544e-06,208.97004589812676,4.380568485298408e+23,2.2204460492503136e-16,2.8475907093055612e-08
ride_x0.5_deta2.0_ceiling,ride,dest,0.0,0.0,2.8143896009265,2.2259636615214898e-16,9.559693043457502e-12
ride_x0.5_deta2.0_ceiling,ride,side,0.010239196734234266,0.5733082654683607,9.94824078921048,2.2259636615214898e-16,1.4570487502902926e-13
ride_x0.5_deta2.0_ceiling,ride,depart,0.01790493109783823,0.0,17.082091977494468,2.2259636615214898e-16,1.74348661795187e-12
ride_x0.5_deta2.0_effective,ride,dest,0.0,0.0,3.448077028000279,2.2259636615214898e-16,2.047686385682109e-08
ride_x0.5_deta2.0_effective,ride,side,0.008458550542567988,0.25572970642200066,10.8606541632144,2.2259636615214898e-16,6.2474828739456865e-09
ride_x0.5_deta2.0_effective,ride,depart,0.016711269024649013,0.0,18.273231298428556,2.2259636615214898e-16,1.1290246424052635e-08
ride_x0.5_deta2.0_floor,ride,dest,0.0,0.0,70704.97105027654,2.2259636615214898e-16,1.602388696445873e-11
ride_x0.5_deta2.0_floor,ride,side,4.690436609839603e-06,768.986645396174,975950.2216344776,2.2259636615214898e-16,1.9810938151415604e-11
ride_x0.5_deta2.0_floor,ride,depart,8.49186866941419e-06,139.6816531738972,1881195.472218678,2.2259636615214898e-16,2.1157291805420875e-11
ride_x0.5_deta3.0_ceiling,ride,dest,0.0,0.0,3.0284083064721545,3.3310801618256375e-16,4.4969261568855126e-11
ride_x0.5_deta3.0_ceiling,ride,side,0.010239196734234266,0.5733224531534313,25.932054459605265,3.3310801618256375e-16,2.807147555239645e-13
ride_x0.5_deta3.0_ceiling,ride,depart,0.01790493109783823,0.0,48.83570061273838,3.3310801618256375e-16,3.087000910290966e-12
ride_x0.5_deta3.0_effective,ride,dest,0.0,0.0,3.6647284418762953,3.3310801618256375e-16,4.3532321937218956e-08
ride_x0.5_deta3.0_effective,ride,side,0.008458550542567988,0.25573287990459054,26.849643841025944,3.3310801618256375e-16,5.741246244766536e-09
ride_x0.5_deta3.0_effective,ride,depart,0.016711269024649013,0.0,50.034559240175604,3.3310801618256375e-16,9.350237135299472e-09
ride_x0.5_deta3.0_floor,ride,dest,0.0,0.0,506444.6481904209,3.3310801618256375e-16,1.0693151661925418e-10
ride_x0.5_deta3.0_floor,ride,side,4.690277579293279e-06,741.2097539268639,51078564.31234533,3.3310801618256375e-16,1.0995531077040669e-10
ride_x0.5_deta3.0_floor,ride,depart,8.460926325849462e-06,156.33844039807255,101650683.97650026,3.3310801618256375e-16,1.1103613872436335e-10
ride_x0.5_deta5.0_ceiling,ride,dest,0.0,0.0,3.136095616613047,9.99201027820554e-16,3.3493954270308195e-10
ride_x0.5_deta5.0_ceiling,ride,side,0.010238954691361475,0.5791369814832185,186.39641663288708,9.99201027820554e-16,3.014527884115709e-13
ride_x0.5_deta5.0_ceiling,ride,depart,0.01790493109783823,0.0,369.65673764916113,9.99201027820554e-16,3.1448223195263674e-12
ride_x0.5_deta5.0_effective,ride,dest,0.0,0.0,3.767106269561728,9.99201027820554e-16,1.1703838700175358e-07
ride_x0.5_deta5.0_effective,ride,side,0.008458550542567988,0.25574303411250987,187.30361927237294,9.99201027820554e-16,2.2473656897514454e-09
ride_x0.5_deta5.0_effective,ride,depart,0.016711269024649013,0.0,370.84013227518403,9.99201027820554e-16,3.4591067359681033e-09
ride_x0.5_deta5.0_floor,ride,dest,0.0,0.0,27501467.352664642,9.99201027820554e-16,8.577039511955946e-10
ride_x0.5_deta5.0_floor,ride,side,4.690436609839603e-06,769.6168203616926,151437869822.63452,9.99201027820554e-16,8.581440396863669e-10
ride_x0.5_deta5.0_floor,ride,depart,8.4295365196645e-06,173.21333745881424,302848238177.9163,9.99201027820554e-16,8.582995590175376e-10
ride_x0.5_deta8.0_ceiling,ride,dest,0.0,0.0,3.152253149329902,1.110223024667069e-15,2.1815870323728225e-09
ride_x0.5_deta8.0_ceiling,ride,side,0.010237130874500488,0.5502233643810945,3727.0856460383343,1.110223024667069e-15,9.907334684200358e-14
ride_x0.5_deta8.0_ceiling,ride,depart,0.01790493109783823,0.0,7451.019038927338,1.110223024667069e-15,1.0225228357286066e-12
ride_x0.5_deta8.0_effective,ride,dest,0.0,0.0,3.7840615074899153,1.110223024667069e-15,2.9948230716284456e-07
ride_x0.5_deta8.0_effective,ride,side,0.008458088770161425,0.2720457277145264,3727.9944805742384,1.110223024667069e-15,2.9044078084209095e-10
ride_x0.5_deta8.0_effective,ride,depart,0.016711269024649013,0.0,7452.204899640986,1.110223024667069e-15,4.4265886693665973e-10
ride_x0.5_deta8.0_floor,ride,dest,0.0,0.0,11094211623.642311,1.110223024667069e-15,5.625020736731336e-09
ride_x0.5_deta8.0_floor,ride,side,4.690277579293279e-06,741.8623983514657,2.4646096858967476e+16,1.110223024667069e-15,5.624939835029435e-09
ride_x0.5_deta8.0_floor,ride,depart,8.49186866941419e-06,140.27954640633683,4.929218262372333e+16,1.110223024667069e-15,5.624942561714799e-09
ride_x0.7_deta0.1_ceiling,ride,dest,0.0,0.0,1.0673924669110173,3.059692113568604e-16,1.1649415057037637e-14
ride_x0.7_deta0.1_ceiling,ride,side,0.00938895739826837,1.1136759111129768,1.1136759111129768,3.059692113568604e-16,3.9875982358840123e-16
ride_x0.7_deta0.1_ceiling,ride,depart,0.011914266562021405,0.9453037662071953,1.1599593553149379,3.059692113568604e-16,1.0336921385229228e-14
ride_x0.7_deta0.1_effective,ride,dest,0.0,0.0,1.0691989978103509,3.059692113568604e-16,1.1214384497654092e-14
ride_x0.7_deta0.1_effective,ride,side,0.009031530214908672,1.115672316354031,1.115672316354031,3.059692113568604e-16,7.960925503669877e-16
ride_x0.7_deta0.1_effective,ride,depart,0.011914266562021405,0.9453037662071953,1.1621456348977084,3.059692113568604e-16,1.2419183006609505e-14
ride_x0.7_deta0.1_floor,ride,dest,0.0,0.0,6684.01302168331,3.059692113568604e-16,1.7675513404453242e-13
ride_x0.7_deta0.1_floor,ride,side,3.8071030939883642e-06,6884.899852544762,6884.899852544762,3.059692113568604e-16,3.0382981000145707e-15
ride_x0.7_deta0.1_floor,ride,depart,4.734964275394815e-06,7085.786683406212,7085.786683406212,3.059692113568604e-16,1.762311344283864e-13
ride_x0.7_deta0.24_ceiling,ride,dest,0.0,0.0,1.7111670835435668,0.0,2.4654795748168574e-13
ride_x0.7_deta0.24_ceiling,ride,side,0.010555515308061366,1.6452511896541748,1.8827127503389385,0.0,4.481668797129132e-15
ride_x0.7_deta0.24_ceiling,ride,depart,0.011914266430344546,0.9455304659718209,2.054258417134312,0.0,2.1509891847843502e-13
ride_x0.7_deta0.24_effective,ride,dest,0.0,0.0,1.819408376039697,0.0,2.294393401484213e-13
ride_x0.7_deta0.24_effective,ride,side,0.009061853457647588,1.2475768798705462,2.0143205878035606,0.0,3.747922060253153e-15
ride_x0.7_deta0.24_effective,ride,depart,0.011914266430344546,0.9455304659718209,2.209232799567427,0.0,1.9397959671304028e-13
ride_x0.7_deta0.24_floor,ride,dest,0.0,0.0,8085.502466303874,0.0,4.896568151190692e-12
ride_x0.7_deta0.24_floor,ride,side,4.935772936198678e-06,7664.243907079672,8559.843207952244,0.0,8.032600339005763e-14
ride_x0.7_deta0.24_floor,ride,depart,5.432352994019214e-06,7450.045885754108,9034.183949600607,0.0,4.5367096208514955e-12
ride_x0.7_deta0.5_ceiling,ride,dest,0.0,0.0,2.3610544478701883,2.0415683695800081e-16,3.397269942481579e-12
ride_x0.7_deta0.5_ceiling,ride,side,0.010555516399367977,1.645765274496993,2.878985628268997,2.0415683695800081e-16,5.6764725610347334e-14
ride_x0.7_deta0.5_ceiling,ride,depart,0.011914266562021405,0.9453153010800959,3.3969168086678163,2.0415683695800081e-16,2.455819873406034e-12
ride_x0.7_deta0.5_effective,ride,dest,0.0,0.0,2.7479562948797414,2.0415683695800081e-16,2.8641623889135034e-12
ride_x0.7_deta0.5_effective,ride,side,0.009061852511946761,1.2470562435094608,3.4485491482528308,2.0415683695800081e-16,4.017800747987521e-14
ride_x0.7_deta0.5_effective,ride,depart,0.011914266562021405,0.9453153010800959,4.149142001625919,2.0415683695800081e-16,1.96167473538925e-12
ride_x0.7_deta0.5_floor,ride,dest,0.0,0.0,9965.034344891483,2.0415683695800081e-16,7.48614236946452e-11
ride_x0.7_deta0.5_floor,ride,side,4.935770573598164e-06,7668.292148228984,11485.772283029173,2.0415683695800081e-16,1.1445322173807645e-12
ride_x0.7_deta0.5_floor,ride,depart,5.431045733931961e-06,7446.5659905560815,13006.510221166869,2.0415683695800081e-16,5.937412258587438e-11
ride_x0.7_deta1.0_ceiling,ride,dest,0.0,0.0,3.031047124712371,3.3382683807457726e-16,4.235997233597417e-11
ride_x0.7_deta1.0_ceiling,ride,side,0.010555516399367977,1.6458049084904796,4.694751578020206,3.3382683807457726e-16,5.33124435898359e-13
ride_x0.7_deta1.0_ceiling,ride,depart,0.011914107453778433,0.9509516636565354,6.358456031328033,3.3382683807457726e-16,2.0979370522645607e-11
ride_x0.7_deta1.0_effective,ride,dest,0.0,0.0,3.603142007484532,3.3382683807457726e-16,4.408343469560206e-09
ride_x0.7_deta1.0_effective,ride,side,0.009061830206444119,1.2515170144638317,5.650092263250739,3.3382683807457726e-16,3.7030551415247504e-09
ride_x0.7_deta1.0_effective,ride,depart,0.011914107453778433,0.9509516636565354,7.697042519016948,3.3382683807457726e-16,7.500165482356935e-09
ride_x0.7_deta1.0_floor,ride,dest,0.0,0.0,14969.503198389133,3.3382683807457726e-16,7.971179384357427e-10
ride_x0.7_deta1.0_floor,ride,side,4.935758135123106e-06,7661.8407466471535,26356.29110533048,3.3382683807457726e-16,7.658360478233099e-12
ride_x0.7_deta1.0_floor,ride,depart,5.431045733931961e-06,7447.470562624105,37743.079012271824,3.3382683807457726e-16,3.2684659764877754e-10
ride_x0.7_deta12.0_ceiling,ride,dest,0.0,0.0,3.968439278027414,3.172065784643305e-16,6.530821493171254e-07
ride_x0.7_deta12.0_ceiling,ride,side,0.010552607401270779,1.678311202103456,203445.33425831475,3.172065784643305e-16,2.766679723008814e-13
ride_x0.7_deta12.0_ceiling,ride,depart,0.011914107453778433,0.9577546972447993,406886.70007735153,3.172065784643305e-16,6.646104456606181e-12
ride_x0.7_deta12.0_effective,ride,dest,0.0,0.0,4.546080648422961,3.172065784643305e-16,1.0649323181044985e-06
ride_x0.7_deta12.0_effective,ride,side,0.009061580539652473,1.2677939162013157,203446.30245075707,3.172065784643305e-16,1.5436826341515013e-11
ride_x0.7_deta12.0_effective,ride,depart,0.011914107453778433,0.9577546972447993,406888.058820866,3.172065784643305e-16,2.733565765046389e-11
ride_x0.7_deta12.0_floor,ride,dest,0.0,0.0,23624621040641.777,3.172065784643305e-16,2.8476904042138834e-08
ride_x0.7_deta12.0_floor,ride,side,4.931315454084172e-06,7918.047127371896,1.5644887448675545e+23,3.172065784643305e-16,2.84759070909056e-08
ride_x0.7_deta12.0_floor,ride,depart,5.3929381735741705e-06,7599.521152670689,3.128977489498864e+23,3.172065784643305e-16,2.8475907093055602e-08
ride_x0.7_deta2.0_ceiling,ride,dest,0.0,0.0,3.6226551549917656,1.7489714483383134e-15,5.667367803053844e-10
ride_x0.7_deta2.0_ceiling,ride,side,0.010555516399367977,1.6459633960313824,10.894421695154957,1.7489714483383134e-15,3.665571172475991e-12
ride_x0.7_deta2.0_ceiling,ride,depart,0.011914107453778433,0.951096049190361,18.166188235318167,1.7489714483383134e-15,1.1741376051377758e-10
ride_x0.7_deta2.0_effective,ride,dest,0.0,0.0,4.195539964583809,1.7489714483383134e-15,1.553132233730804e-08
ride_x0.7_deta2.0_effective,ride,side,0.009061806113453771,1.2428288390877187,11.851595871313721,1.7489714483383134e-15,7.0880956740890606e-09
ride_x0.7_deta2.0_effective,ride,depart,0.011914107453778433,0.951096049190361,19.507651778043655,1.7489714483383134e-15,1.1952888012334074e-08
ride_x0.7_deta2.0_floor,ride,dest,0.0,0.0,57782.45928252995,1.7489714483383134e-15,3.288555471475374e-09
ride_x0.7_deta2.0_floor,ride,side,4.935758135123106e-06,7665.546301679578,707227.3605123713,1.7489714483383134e-15,1.4631351774077637e-11
ride_x0.7_deta2.0_floor,ride,depart,5.416693711281269e-06,7469.795160284915,1356672.2617422126,1.7489714483383134e-15,1.2480918129575227e-10
ride_x0.7_deta3.0_ceiling,ride,dest,0.0,0.0,3.8369687282969425,1.427605783639559e-15,2.706151818516493e-09
ride_x0.7_deta3.0_ceiling,ride,side,0.010555332185942099,1.6525148653348853,26.88099198344763,1.427605783639559e-15,7.532717402985681e-12
ride_x0.7_deta3.0_ceiling,ride,depart,0.011914107453778433,0.9513365256645034,49.92501523859836,1.427605783639559e-15,2.160891803560874e-10
ride_x0.7_deta3.0_effective,ride,dest,0.0,0.0,4.407478173284229,1.427605783639559e-15,3.4459912045827444e-08
ride_x0.7_deta3.0_effective,ride,side,0.009061580539652473,1.260741800616776,27.83266040973437,1.427605783639559e-15,6.740244983637207e-09
ride_x0.7_deta3.0_effective,ride,depart,0.011914107453778433,0.9513365256645034,51.257842646184535,1.427605783639559e-15,1.028289741546586e-08
ride_x0.7_deta3.0_floor,ride,dest,0.0,0.0,369104.15715791134,1.427605783639559e-15,2.513003795382673e-09
ride_x0.7_deta3.0_floor,ride,side,4.935758135123106e-06,7671.62207486223,36500282.85678305,1.427605783639559e-15,1.0939388383892475e-10
ride_x0.7_deta3.0_floor,ride,depart,5.396857874177387e-06,7494.456428671478,72631461.55640821,1.427605783639559e-15,9.717893282884474e-11
ride_x0.7_deta5.0_ceiling,ride,dest,0.0,0.0,3.9454341176313874,1.4274300397436486e-15,2.0242867533268566e-08
ride_x0.7_deta5.0_ceiling,ride,side,0.010554779422351437,1.6344297349179007,187.3465401021642,1.4274300397436486e-15,8.37769440001027e-12
ride_x0.7_deta5.0_ceiling,ride,depart,0.011914107453778433,0.9521046675665149,370.747646086697,1.4274300397436486e-15,2.2388813839162314e-10
ride_x0.7_deta5.0_effective,ride,dest,0.0,0.0,4.51594508502676,1.4274300397436486e-15,1.0462056800265302e-07
ride_x0.7_deta5.0_effective,ride,side,0.009061830206444119,1.2527568504564213,188.29820429744635,1.4274300397436486e-15,2.7752448875637154e-09
ride_x0.7_deta5.0_effective,ride,depart,0.011914107453778433,0.9521046675665149,372.08046350986587,1.4274300397436486e-15,4.078709437041008e-09
ride_x0.7_deta5.0_floor,ride,dest,0.0,0.0,19651318.599849246,1.4274300397436486e-15,4.777833410478367e-10
ride_x0.7_deta5.0_floor,ride,side,4.9355202273817165e-06,7676.248626666103,108169977474.68349,1.4274300397436486e-15,8.581409617349851e-10
ride_x0.7_deta5.0_floor,ride,depart,5.3767384452778125e-06,7532.604326338969,216320303630.7671,1.4274300397436486e-15,8.58262369735364e-10
ride_x0.7_deta8.0_ceiling,ride,dest,0.0,0.0,3.963476879780731,1.4274296031433745e-15,1.3107322776014878e-07
ride_x0.7_deta8.0_ceiling,ride,side,0.010555516399367977,1.6491172437031731,3728.037730429439,1.4274296031433745e-15,2.7890807255379526e-12
ride_x0.7_deta8.0_ceiling,ride,depart,0.011906060820557238,0.9085173719878344,7452.1119839790945,1.4274296031433745e-15,7.250292006682116e-11
ride_x0.7_deta8.0_effective,ride,dest,0.0,0.0,4.5317204737800925,1.4274296031433745e-15,3.3465443360598445e-07
ride_x0.7_deta8.0_effective,ride,side,0.009061580539652473,1.2636998341079841,3728.984013284744,1.4274296031433745e-15,3.5774843324837757e-10
ride_x0.7_deta8.0_effective,ride,depart,0.011906060820557238,0.9085173719878344,7453.436306095706,1.4274296031433745e-15,5.614375183728732e-10
ride_x0.7_deta8.0_floor,ride,dest,0.0,0.0,7924444338.554792,1.4274296031433745e-15,5.618839183884752e-09
ride_x0.7_deta8.0_floor,ride,side,4.935385497876607e-06,7767.12885352426,1.7604354900543162e+16,1.4274296031433745e-15,5.62494011052599e-09
ride_x0.7_deta8.0_floor,ride,depart,5.3929381735741705e-06,7505.513764866626,3.520870187664199e+16,1.4274296031433745e-15,5.624942512617526e-09
